Round,Result,Running_Money,Debug
11904,Loss,602,"Result: Loss, Money: $602"
11905,Loss,601,"Result: Loss, Money: $601"
11906,Loss,600,"Result: Loss, Money: $600"
11907,Loss,599,"Result: Loss, Money: $599"
11908,Loss,598,"Result: Loss, Money: $598"
11909,Win,599,"Result: Win, Money: $599"
11910,Loss,598,"Result: Loss, Money: $598"
11911,Loss,597,"Result: Loss, Money: $597"
11912,Win,599,"Result: Win, Money: $599"
11913,Win,600,"Result: Win, Money: $600"
11914,Win,602,"Result: Win, Money: $602"
11915,Win,603,"Result: Win, Money: $603"
11916,Loss,602,"Result: Loss, Money: $602"
11917,Win,603,"Result: Win, Money: $603"
11918,Loss,602,"Result: Loss, Money: $602"
11919,Win,603,"Result: Win, Money: $603"
11920,Loss,602,"Result: Loss, Money: $602"
11921,Push,602,"Result: Push, Money: $602"
11922,Win,603,"Result: Win, Money: $603"
11923,Win,604,"Result: Win, Money: $604"
11924,Loss,603,"Result: Loss, Money: $603"
11925,Loss,602,"Result: Loss, Money: $602"
11926,Loss,601,"Result: Loss, Money: $601"
11927,Push,601,"Result: Push, Money: $601"
11928,Push,601,"Result: Push, Money: $601"
11929,Win,602,"Result: Win, Money: $602"
11930,Win,603,"Result: Win, Money: $603"
11931,Win,604,"Result: Win, Money: $604"
11932,Win,605,"Result: Win, Money: $605"
11933,Win,606,"Result: Win, Money: $606"
11934,Loss,605,"Result: Loss, Money: $605"
11935,Win,607,"Result: Win, Money: $607"
11936,Loss,606,"Result: Loss, Money: $606"
11937,Loss,604,"Result: Loss, Money: $604"
11938,Loss,603,"Result: Loss, Money: $603"
11939,Loss,602,"Result: Loss, Money: $602"
11940,Loss,601,"Result: Loss, Money: $601"
11941,Loss,600,"Result: Loss, Money: $600"
11942,Push,600,"Result: Push, Money: $600"
11943,Loss,599,"Result: Loss, Money: $599"
11944,Win,600,"Result: Win, Money: $600"
11945,Win,601,"Result: Win, Money: $601"
11946,Loss,600,"Result: Loss, Money: $600"
11947,Win,601,"Result: Win, Money: $601"
11948,Win,602,"Result: Win, Money: $602"
11949,Loss,601,"Result: Loss, Money: $601"
11950,Win,602,"Result: Win, Money: $602"
11951,Loss,601,"Result: Loss, Money: $601"
11952,Loss,600,"Result: Loss, Money: $600"
11953,Win,602,"Result: Win, Money: $602"
11954,Win,603,"Result: Win, Money: $603"
11955,Loss,602,"Result: Loss, Money: $602"
11956,Push,602,"Result: Push, Money: $602"
11957,Win,603,"Result: Win, Money: $603"
11958,Loss,602,"Result: Loss, Money: $602"
11959,Win,603,"Result: Win, Money: $603"
11960,Loss,602,"Result: Loss, Money: $602"
11961,Loss,601,"Result: Loss, Money: $601"
11962,Win,602,"Result: Win, Money: $602"
11963,Win,603,"Result: Win, Money: $603"
11964,Loss,602,"Result: Loss, Money: $602"
11965,Loss,601,"Result: Loss, Money: $601"
11966,Loss,600,"Result: Loss, Money: $600"
11967,Win,602,"Result: Win, Money: $602"
11968,Push,602,"Result: Push, Money: $602"
11969,Loss,601,"Result: Loss, Money: $601"
11970,Win,603,"Result: Win, Money: $603"
11971,Loss,602,"Result: Loss, Money: $602"
11972,Loss,601,"Result: Loss, Money: $601"
11973,Loss,600,"Result: Loss, Money: $600"
11974,Win,601,"Result: Win, Money: $601"
11975,Push,601,"Result: Push, Money: $601"
11976,Push,601,"Result: Push, Money: $601"
11977,Win,602,"Result: Win, Money: $602"
11978,Loss,601,"Result: Loss, Money: $601"
11979,Win,603,"Result: Win, Money: $603"
11980,Loss,602,"Result: Loss, Money: $602"
11981,Loss,600,"Result: Loss, Money: $600"
11982,Win,601,"Result: Win, Money: $601"
11983,Loss,600,"Result: Loss, Money: $600"
11984,Loss,599,"Result: Loss, Money: $599"
11985,Loss,598,"Result: Loss, Money: $598"
11986,Loss,597,"Result: Loss, Money: $597"
11987,Loss,596,"Result: Loss, Money: $596"
11988,Loss,595,"Result: Loss, Money: $595"
11989,Loss,594,"Result: Loss, Money: $594"
11990,Loss,593,"Result: Loss, Money: $593"
11991,Win,594,"Result: Win, Money: $594"
11992,Loss,593,"Result: Loss, Money: $593"
11993,Loss,592,"Result: Loss, Money: $592"
11994,Win,593,"Result: Win, Money: $593"
11995,Loss,592,"Result: Loss, Money: $592"
11996,Loss,591,"Result: Loss, Money: $591"
11997,Win,592,"Result: Win, Money: $592"
11998,Push,592,"Result: Push, Money: $592"
11999,Loss,591,"Result: Loss, Money: $591"
12000,Win,592,"Result: Win, Money: $592"
12001,Win,593,"Result: Win, Money: $593"
12002,Loss,592,"Result: Loss, Money: $592"
12003,Win,593,"Result: Win, Money: $593"
12004,Loss,592,"Result: Loss, Money: $592"
12005,Win,593,"Result: Win, Money: $593"
12006,Win,594,"Result: Win, Money: $594"
12007,Win,595,"Result: Win, Money: $595"
12008,Loss,594,"Result: Loss, Money: $594"
12009,Loss,592,"Result: Loss, Money: $592"
12010,Loss,591,"Result: Loss, Money: $591"
12011,Loss,590,"Result: Loss, Money: $590"
12012,Win,591,"Result: Win, Money: $591"
12013,Loss,590,"Result: Loss, Money: $590"
12014,Win,591,"Result: Win, Money: $591"
12015,Loss,590,"Result: Loss, Money: $590"
12016,Win,591,"Result: Win, Money: $591"
12017,Win,592,"Result: Win, Money: $592"
12018,Win,593,"Result: Win, Money: $593"
12019,Loss,592,"Result: Loss, Money: $592"
12020,Loss,591,"Result: Loss, Money: $591"
12021,Win,592,"Result: Win, Money: $592"
12022,Push,592,"Result: Push, Money: $592"
12023,Loss,591,"Result: Loss, Money: $591"
12024,Loss,590,"Result: Loss, Money: $590"
12025,Win,591,"Result: Win, Money: $591"
12026,Push,591,"Result: Push, Money: $591"
12027,Loss,590,"Result: Loss, Money: $590"
12028,Win,591,"Result: Win, Money: $591"
12029,Win,592,"Result: Win, Money: $592"
12030,Win,593,"Result: Win, Money: $593"
12031,Loss,592,"Result: Loss, Money: $592"
12032,Push,592,"Result: Push, Money: $592"
12033,Loss,591,"Result: Loss, Money: $591"
12034,Loss,589,"Result: Loss, Money: $589"
12035,Win,590,"Result: Win, Money: $590"
12036,Loss,589,"Result: Loss, Money: $589"
12037,Loss,588,"Result: Loss, Money: $588"
12038,Win,590,"Result: Win, Money: $590"
12039,Win,592,"Result: Win, Money: $592"
12040,Loss,591,"Result: Loss, Money: $591"
12041,Loss,590,"Result: Loss, Money: $590"
12042,Loss,589,"Result: Loss, Money: $589"
12043,Loss,588,"Result: Loss, Money: $588"
12044,Loss,587,"Result: Loss, Money: $587"
12045,Win,589,"Result: Win, Money: $589"
12046,Loss,588,"Result: Loss, Money: $588"
12047,Loss,587,"Result: Loss, Money: $587"
12048,Loss,586,"Result: Loss, Money: $586"
12049,Loss,585,"Result: Loss, Money: $585"
12050,Win,586,"Result: Win, Money: $586"
12051,Loss,585,"Result: Loss, Money: $585"
12052,Win,587,"Result: Win, Money: $587"
12053,Loss,586,"Result: Loss, Money: $586"
12054,Win,587,"Result: Win, Money: $587"
12055,Loss,586,"Result: Loss, Money: $586"
12056,Loss,585,"Result: Loss, Money: $585"
12057,Win,586,"Result: Win, Money: $586"
12058,Win,587,"Result: Win, Money: $587"
12059,Win,588,"Result: Win, Money: $588"
12060,Win,589,"Result: Win, Money: $589"
12061,Loss,588,"Result: Loss, Money: $588"
12062,Win,589,"Result: Win, Money: $589"
12063,Win,591,"Result: Win, Money: $591"
12064,Win,592,"Result: Win, Money: $592"
12065,Win,593,"Result: Win, Money: $593"
12066,Loss,592,"Result: Loss, Money: $592"
12067,Loss,591,"Result: Loss, Money: $591"
12068,Win,592,"Result: Win, Money: $592"
12069,Win,593,"Result: Win, Money: $593"
12070,Win,594,"Result: Win, Money: $594"
12071,Win,595,"Result: Win, Money: $595"
12072,Win,596,"Result: Win, Money: $596"
12073,Loss,595,"Result: Loss, Money: $595"
12074,Win,596,"Result: Win, Money: $596"
12075,Push,596,"Result: Push, Money: $596"
12076,Loss,595,"Result: Loss, Money: $595"
12077,Loss,594,"Result: Loss, Money: $594"
12078,Loss,593,"Result: Loss, Money: $593"
12079,Win,594,"Result: Win, Money: $594"
12080,Win,596,"Result: Win, Money: $596"
12081,Push,596,"Result: Push, Money: $596"
12082,Win,597,"Result: Win, Money: $597"
12083,Loss,596,"Result: Loss, Money: $596"
12084,Win,597,"Result: Win, Money: $597"
12085,Win,598,"Result: Win, Money: $598"
12086,Loss,597,"Result: Loss, Money: $597"
12087,Loss,596,"Result: Loss, Money: $596"
12088,Loss,595,"Result: Loss, Money: $595"
12089,Loss,594,"Result: Loss, Money: $594"
12090,Loss,593,"Result: Loss, Money: $593"
12091,Loss,592,"Result: Loss, Money: $592"
12092,Win,593,"Result: Win, Money: $593"
12093,Push,593,"Result: Push, Money: $593"
12094,Loss,591,"Result: Loss, Money: $591"
12095,Loss,590,"Result: Loss, Money: $590"
12096,Loss,589,"Result: Loss, Money: $589"
12097,Loss,588,"Result: Loss, Money: $588"
12098,Loss,587,"Result: Loss, Money: $587"
12099,Push,587,"Result: Push, Money: $587"
12100,Win,588,"Result: Win, Money: $588"
12101,Win,589,"Result: Win, Money: $589"
12102,Loss,588,"Result: Loss, Money: $588"
12103,Loss,587,"Result: Loss, Money: $587"
12104,Loss,586,"Result: Loss, Money: $586"
12105,Loss,585,"Result: Loss, Money: $585"
12106,Loss,584,"Result: Loss, Money: $584"
12107,Win,585,"Result: Win, Money: $585"
12108,Win,586,"Result: Win, Money: $586"
12109,Loss,585,"Result: Loss, Money: $585"
12110,Win,586,"Result: Win, Money: $586"
12111,Push,586,"Result: Push, Money: $586"
12112,Win,587,"Result: Win, Money: $587"
12113,Loss,586,"Result: Loss, Money: $586"
12114,Win,587,"Result: Win, Money: $587"
12115,Loss,585,"Result: Loss, Money: $585"
12116,Loss,584,"Result: Loss, Money: $584"
12117,Loss,583,"Result: Loss, Money: $583"
12118,Win,584,"Result: Win, Money: $584"
12119,Push,584,"Result: Push, Money: $584"
12120,Win,585,"Result: Win, Money: $585"
12121,Win,587,"Result: Win, Money: $587"
12122,Win,588,"Result: Win, Money: $588"
12123,Win,589,"Result: Win, Money: $589"
12124,Loss,587,"Result: Loss, Money: $587"
12125,Win,588,"Result: Win, Money: $588"
12126,Loss,587,"Result: Loss, Money: $587"
12127,Loss,586,"Result: Loss, Money: $586"
12128,Loss,585,"Result: Loss, Money: $585"
12129,Loss,584,"Result: Loss, Money: $584"
12130,Win,585,"Result: Win, Money: $585"
12131,Win,587,"Result: Win, Money: $587"
12132,Loss,586,"Result: Loss, Money: $586"
12133,Loss,584,"Result: Loss, Money: $584"
12134,Loss,582,"Result: Loss, Money: $582"
12135,Win,583,"Result: Win, Money: $583"
12136,Loss,582,"Result: Loss, Money: $582"
12137,Win,583,"Result: Win, Money: $583"
12138,Loss,582,"Result: Loss, Money: $582"
12139,Loss,581,"Result: Loss, Money: $581"
12140,Win,582,"Result: Win, Money: $582"
12141,Loss,581,"Result: Loss, Money: $581"
12142,Win,582,"Result: Win, Money: $582"
12143,Loss,581,"Result: Loss, Money: $581"
12144,Win,582,"Result: Win, Money: $582"
12145,Loss,581,"Result: Loss, Money: $581"
12146,Win,582,"Result: Win, Money: $582"
12147,Loss,581,"Result: Loss, Money: $581"
12148,Win,582,"Result: Win, Money: $582"
12149,Loss,581,"Result: Loss, Money: $581"
12150,Win,582,"Result: Win, Money: $582"
12151,Push,582,"Result: Push, Money: $582"
12152,Push,582,"Result: Push, Money: $582"
12153,Win,583,"Result: Win, Money: $583"
12154,Win,584,"Result: Win, Money: $584"
12155,Win,585,"Result: Win, Money: $585"
12156,Loss,584,"Result: Loss, Money: $584"
12157,Win,586,"Result: Win, Money: $586"
12158,Loss,585,"Result: Loss, Money: $585"
12159,Win,586,"Result: Win, Money: $586"
12160,Loss,585,"Result: Loss, Money: $585"
12161,Loss,584,"Result: Loss, Money: $584"
12162,Win,585,"Result: Win, Money: $585"
12163,Win,586,"Result: Win, Money: $586"
12164,Loss,585,"Result: Loss, Money: $585"
12165,Win,587,"Result: Win, Money: $587"
12166,Win,588,"Result: Win, Money: $588"
12167,Loss,587,"Result: Loss, Money: $587"
12168,Win,588,"Result: Win, Money: $588"
12169,Loss,586,"Result: Loss, Money: $586"
12170,Win,587,"Result: Win, Money: $587"
12171,Win,588,"Result: Win, Money: $588"
12172,Loss,587,"Result: Loss, Money: $587"
12173,Loss,586,"Result: Loss, Money: $586"
12174,Win,587,"Result: Win, Money: $587"
12175,Loss,586,"Result: Loss, Money: $586"
12176,Win,587,"Result: Win, Money: $587"
12177,Loss,586,"Result: Loss, Money: $586"
12178,Win,587,"Result: Win, Money: $587"
12179,Loss,586,"Result: Loss, Money: $586"
12180,Push,586,"Result: Push, Money: $586"
12181,Loss,585,"Result: Loss, Money: $585"
12182,Win,586,"Result: Win, Money: $586"
12183,Loss,585,"Result: Loss, Money: $585"
12184,Win,586,"Result: Win, Money: $586"
12185,Win,587,"Result: Win, Money: $587"
12186,Loss,585,"Result: Loss, Money: $585"
12187,Push,585,"Result: Push, Money: $585"
12188,Win,586,"Result: Win, Money: $586"
12189,Loss,584,"Result: Loss, Money: $584"
12190,Loss,583,"Result: Loss, Money: $583"
12191,Loss,582,"Result: Loss, Money: $582"
12192,Win,583,"Result: Win, Money: $583"
12193,Win,584,"Result: Win, Money: $584"
12194,Loss,583,"Result: Loss, Money: $583"
12195,Win,584,"Result: Win, Money: $584"
12196,Loss,583,"Result: Loss, Money: $583"
12197,Win,584,"Result: Win, Money: $584"
12198,Win,585,"Result: Win, Money: $585"
12199,Loss,584,"Result: Loss, Money: $584"
12200,Win,585,"Result: Win, Money: $585"
12201,Push,585,"Result: Push, Money: $585"
12202,Loss,583,"Result: Loss, Money: $583"
12203,Loss,582,"Result: Loss, Money: $582"
12204,Loss,581,"Result: Loss, Money: $581"
12205,Loss,580,"Result: Loss, Money: $580"
12206,Win,581,"Result: Win, Money: $581"
12207,Push,581,"Result: Push, Money: $581"
12208,Loss,580,"Result: Loss, Money: $580"
12209,Win,581,"Result: Win, Money: $581"
12210,Win,582,"Result: Win, Money: $582"
12211,Loss,581,"Result: Loss, Money: $581"
12212,Loss,580,"Result: Loss, Money: $580"
12213,Loss,579,"Result: Loss, Money: $579"
12214,Win,580,"Result: Win, Money: $580"
12215,Loss,579,"Result: Loss, Money: $579"
12216,Loss,578,"Result: Loss, Money: $578"
12217,Win,579,"Result: Win, Money: $579"
12218,Push,579,"Result: Push, Money: $579"
12219,Push,579,"Result: Push, Money: $579"
12220,Loss,578,"Result: Loss, Money: $578"
12221,Loss,577,"Result: Loss, Money: $577"
12222,Loss,576,"Result: Loss, Money: $576"
12223,Win,578,"Result: Win, Money: $578"
12224,Win,579,"Result: Win, Money: $579"
12225,Loss,578,"Result: Loss, Money: $578"
12226,Loss,577,"Result: Loss, Money: $577"
12227,Loss,576,"Result: Loss, Money: $576"
12228,Loss,575,"Result: Loss, Money: $575"
12229,Loss,574,"Result: Loss, Money: $574"
12230,Win,575,"Result: Win, Money: $575"
12231,Loss,574,"Result: Loss, Money: $574"
12232,Loss,573,"Result: Loss, Money: $573"
12233,Loss,572,"Result: Loss, Money: $572"
12234,Loss,571,"Result: Loss, Money: $571"
12235,Loss,570,"Result: Loss, Money: $570"
12236,Push,570,"Result: Push, Money: $570"
12237,Loss,569,"Result: Loss, Money: $569"
12238,Loss,568,"Result: Loss, Money: $568"
12239,Win,569,"Result: Win, Money: $569"
12240,Win,570,"Result: Win, Money: $570"
12241,Win,571,"Result: Win, Money: $571"
12242,Loss,570,"Result: Loss, Money: $570"
12243,Loss,569,"Result: Loss, Money: $569"
12244,Loss,568,"Result: Loss, Money: $568"
12245,Loss,567,"Result: Loss, Money: $567"
12246,Win,568,"Result: Win, Money: $568"
12247,Loss,567,"Result: Loss, Money: $567"
12248,Loss,566,"Result: Loss, Money: $566"
12249,Loss,565,"Result: Loss, Money: $565"
12250,Win,566,"Result: Win, Money: $566"
12251,Loss,565,"Result: Loss, Money: $565"
12252,Win,566,"Result: Win, Money: $566"
12253,Win,567,"Result: Win, Money: $567"
12254,Win,568,"Result: Win, Money: $568"
12255,Loss,567,"Result: Loss, Money: $567"
12256,Loss,566,"Result: Loss, Money: $566"
12257,Loss,565,"Result: Loss, Money: $565"
12258,Loss,564,"Result: Loss, Money: $564"
12259,Win,565,"Result: Win, Money: $565"
12260,Win,566,"Result: Win, Money: $566"
12261,Win,567,"Result: Win, Money: $567"
12262,Loss,566,"Result: Loss, Money: $566"
12263,Win,567,"Result: Win, Money: $567"
12264,Win,568,"Result: Win, Money: $568"
12265,Loss,567,"Result: Loss, Money: $567"
12266,Loss,566,"Result: Loss, Money: $566"
12267,Loss,565,"Result: Loss, Money: $565"
12268,Loss,564,"Result: Loss, Money: $564"
12269,Push,564,"Result: Push, Money: $564"
12270,Win,565,"Result: Win, Money: $565"
12271,Win,566,"Result: Win, Money: $566"
12272,Win,567,"Result: Win, Money: $567"
12273,Loss,566,"Result: Loss, Money: $566"
12274,Loss,565,"Result: Loss, Money: $565"
12275,Push,565,"Result: Push, Money: $565"
12276,Win,566,"Result: Win, Money: $566"
12277,Win,567,"Result: Win, Money: $567"
12278,Loss,566,"Result: Loss, Money: $566"
12279,Win,567,"Result: Win, Money: $567"
12280,Loss,566,"Result: Loss, Money: $566"
12281,Win,567,"Result: Win, Money: $567"
12282,Win,568,"Result: Win, Money: $568"
12283,Win,569,"Result: Win, Money: $569"
12284,Push,569,"Result: Push, Money: $569"
12285,Loss,568,"Result: Loss, Money: $568"
12286,Loss,567,"Result: Loss, Money: $567"
12287,Win,568,"Result: Win, Money: $568"
12288,Win,569,"Result: Win, Money: $569"
12289,Win,570,"Result: Win, Money: $570"
12290,Loss,569,"Result: Loss, Money: $569"
12291,Loss,568,"Result: Loss, Money: $568"
12292,Win,569,"Result: Win, Money: $569"
12293,Win,570,"Result: Win, Money: $570"
12294,Win,571,"Result: Win, Money: $571"
12295,Win,572,"Result: Win, Money: $572"
12296,Loss,571,"Result: Loss, Money: $571"
12297,Win,572,"Result: Win, Money: $572"
12298,Win,573,"Result: Win, Money: $573"
12299,Loss,572,"Result: Loss, Money: $572"
12300,Loss,571,"Result: Loss, Money: $571"
12301,Win,572,"Result: Win, Money: $572"
12302,Loss,571,"Result: Loss, Money: $571"
12303,Win,572,"Result: Win, Money: $572"
12304,Push,572,"Result: Push, Money: $572"
12305,Loss,571,"Result: Loss, Money: $571"
12306,Push,571,"Result: Push, Money: $571"
12307,Win,572,"Result: Win, Money: $572"
12308,Win,573,"Result: Win, Money: $573"
12309,Loss,572,"Result: Loss, Money: $572"
12310,Win,573,"Result: Win, Money: $573"
12311,Loss,572,"Result: Loss, Money: $572"
12312,Win,573,"Result: Win, Money: $573"
12313,Loss,572,"Result: Loss, Money: $572"
12314,Win,573,"Result: Win, Money: $573"
12315,Loss,572,"Result: Loss, Money: $572"
12316,Loss,571,"Result: Loss, Money: $571"
12317,Loss,570,"Result: Loss, Money: $570"
12318,Loss,569,"Result: Loss, Money: $569"
12319,Win,570,"Result: Win, Money: $570"
12320,Win,571,"Result: Win, Money: $571"
12321,Win,572,"Result: Win, Money: $572"
12322,Push,572,"Result: Push, Money: $572"
12323,Loss,571,"Result: Loss, Money: $571"
12324,Loss,570,"Result: Loss, Money: $570"
12325,Win,571,"Result: Win, Money: $571"
12326,Loss,570,"Result: Loss, Money: $570"
12327,Win,571,"Result: Win, Money: $571"
12328,Loss,570,"Result: Loss, Money: $570"
12329,Win,571,"Result: Win, Money: $571"
12330,Win,572,"Result: Win, Money: $572"
12331,Loss,571,"Result: Loss, Money: $571"
12332,Win,573,"Result: Win, Money: $573"
12333,Push,573,"Result: Push, Money: $573"
12334,Win,574,"Result: Win, Money: $574"
12335,Loss,572,"Result: Loss, Money: $572"
12336,Win,573,"Result: Win, Money: $573"
12337,Loss,572,"Result: Loss, Money: $572"
12338,Loss,571,"Result: Loss, Money: $571"
12339,Loss,570,"Result: Loss, Money: $570"
12340,Loss,569,"Result: Loss, Money: $569"
12341,Loss,567,"Result: Loss, Money: $567"
12342,Push,567,"Result: Push, Money: $567"
12343,Push,567,"Result: Push, Money: $567"
12344,Win,568,"Result: Win, Money: $568"
12345,Loss,567,"Result: Loss, Money: $567"
12346,Win,568,"Result: Win, Money: $568"
12347,Win,569,"Result: Win, Money: $569"
12348,Win,570,"Result: Win, Money: $570"
12349,Loss,569,"Result: Loss, Money: $569"
12350,Push,569,"Result: Push, Money: $569"
12351,Loss,568,"Result: Loss, Money: $568"
12352,Loss,566,"Result: Loss, Money: $566"
12353,Win,567,"Result: Win, Money: $567"
12354,Loss,566,"Result: Loss, Money: $566"
12355,Win,567,"Result: Win, Money: $567"
12356,Win,568,"Result: Win, Money: $568"
12357,Win,569,"Result: Win, Money: $569"
12358,Win,570,"Result: Win, Money: $570"
12359,Win,572,"Result: Win, Money: $572"
12360,Win,574,"Result: Win, Money: $574"
12361,Loss,573,"Result: Loss, Money: $573"
12362,Loss,572,"Result: Loss, Money: $572"
12363,Win,573,"Result: Win, Money: $573"
12364,Win,574,"Result: Win, Money: $574"
12365,Win,575,"Result: Win, Money: $575"
12366,Loss,574,"Result: Loss, Money: $574"
12367,Loss,573,"Result: Loss, Money: $573"
12368,Win,574,"Result: Win, Money: $574"
12369,Loss,573,"Result: Loss, Money: $573"
12370,Loss,572,"Result: Loss, Money: $572"
12371,Loss,571,"Result: Loss, Money: $571"
12372,Loss,570,"Result: Loss, Money: $570"
12373,Loss,569,"Result: Loss, Money: $569"
12374,Win,570,"Result: Win, Money: $570"
12375,Win,572,"Result: Win, Money: $572"
12376,Win,573,"Result: Win, Money: $573"
12377,Win,574,"Result: Win, Money: $574"
12378,Push,574,"Result: Push, Money: $574"
12379,Loss,573,"Result: Loss, Money: $573"
12380,Win,575,"Result: Win, Money: $575"
12381,Loss,574,"Result: Loss, Money: $574"
12382,Loss,573,"Result: Loss, Money: $573"
12383,Loss,572,"Result: Loss, Money: $572"
12384,Win,573,"Result: Win, Money: $573"
12385,Loss,572,"Result: Loss, Money: $572"
12386,Loss,571,"Result: Loss, Money: $571"
12387,Loss,570,"Result: Loss, Money: $570"
12388,Win,571,"Result: Win, Money: $571"
12389,Win,572,"Result: Win, Money: $572"
12390,Win,573,"Result: Win, Money: $573"
12391,Loss,572,"Result: Loss, Money: $572"
12392,Loss,571,"Result: Loss, Money: $571"
12393,Loss,570,"Result: Loss, Money: $570"
12394,Loss,569,"Result: Loss, Money: $569"
12395,Win,570,"Result: Win, Money: $570"
12396,Win,571,"Result: Win, Money: $571"
12397,Win,572,"Result: Win, Money: $572"
12398,Win,573,"Result: Win, Money: $573"
12399,Win,574,"Result: Win, Money: $574"
12400,Win,575,"Result: Win, Money: $575"
12401,Win,576,"Result: Win, Money: $576"
12402,Loss,575,"Result: Loss, Money: $575"
12403,Loss,574,"Result: Loss, Money: $574"
12404,Loss,573,"Result: Loss, Money: $573"
12405,Loss,572,"Result: Loss, Money: $572"
12406,Loss,571,"Result: Loss, Money: $571"
12407,Win,572,"Result: Win, Money: $572"
12408,Loss,571,"Result: Loss, Money: $571"
12409,Win,572,"Result: Win, Money: $572"
12410,Loss,571,"Result: Loss, Money: $571"
12411,Loss,570,"Result: Loss, Money: $570"
12412,Push,570,"Result: Push, Money: $570"
12413,Push,570,"Result: Push, Money: $570"
12414,Win,571,"Result: Win, Money: $571"
12415,Loss,570,"Result: Loss, Money: $570"
12416,Win,571,"Result: Win, Money: $571"
12417,Win,572,"Result: Win, Money: $572"
12418,Loss,571,"Result: Loss, Money: $571"
12419,Push,571,"Result: Push, Money: $571"
12420,Win,572,"Result: Win, Money: $572"
12421,Loss,571,"Result: Loss, Money: $571"
12422,Win,572,"Result: Win, Money: $572"
12423,Loss,571,"Result: Loss, Money: $571"
12424,Loss,570,"Result: Loss, Money: $570"
12425,Win,571,"Result: Win, Money: $571"
12426,Win,572,"Result: Win, Money: $572"
12427,Loss,571,"Result: Loss, Money: $571"
12428,Loss,570,"Result: Loss, Money: $570"
12429,Win,572,"Result: Win, Money: $572"
12430,Loss,571,"Result: Loss, Money: $571"
12431,Win,572,"Result: Win, Money: $572"
12432,Loss,571,"Result: Loss, Money: $571"
12433,Loss,570,"Result: Loss, Money: $570"
12434,Win,572,"Result: Win, Money: $572"
12435,Loss,571,"Result: Loss, Money: $571"
12436,Loss,570,"Result: Loss, Money: $570"
12437,Win,571,"Result: Win, Money: $571"
12438,Win,572,"Result: Win, Money: $572"
12439,Win,573,"Result: Win, Money: $573"
12440,Push,573,"Result: Push, Money: $573"
12441,Push,573,"Result: Push, Money: $573"
12442,Loss,572,"Result: Loss, Money: $572"
12443,Win,573,"Result: Win, Money: $573"
12444,Win,575,"Result: Win, Money: $575"
12445,Loss,574,"Result: Loss, Money: $574"
12446,Win,575,"Result: Win, Money: $575"
12447,Win,576,"Result: Win, Money: $576"
12448,Push,576,"Result: Push, Money: $576"
12449,Win,577,"Result: Win, Money: $577"
12450,Win,578,"Result: Win, Money: $578"
12451,Win,579,"Result: Win, Money: $579"
12452,Win,580,"Result: Win, Money: $580"
12453,Loss,579,"Result: Loss, Money: $579"
12454,Win,581,"Result: Win, Money: $581"
12455,Win,582,"Result: Win, Money: $582"
12456,Win,584,"Result: Win, Money: $584"
12457,Loss,583,"Result: Loss, Money: $583"
12458,Loss,582,"Result: Loss, Money: $582"
12459,Loss,581,"Result: Loss, Money: $581"
12460,Win,582,"Result: Win, Money: $582"
12461,Win,583,"Result: Win, Money: $583"
12462,Win,584,"Result: Win, Money: $584"
12463,Loss,583,"Result: Loss, Money: $583"
12464,Loss,582,"Result: Loss, Money: $582"
12465,Loss,581,"Result: Loss, Money: $581"
12466,Win,582,"Result: Win, Money: $582"
12467,Loss,581,"Result: Loss, Money: $581"
12468,Win,582,"Result: Win, Money: $582"
12469,Win,583,"Result: Win, Money: $583"
12470,Push,583,"Result: Push, Money: $583"
12471,Loss,582,"Result: Loss, Money: $582"
12472,Win,583,"Result: Win, Money: $583"
12473,Loss,582,"Result: Loss, Money: $582"
12474,Loss,581,"Result: Loss, Money: $581"
12475,Win,582,"Result: Win, Money: $582"
12476,Loss,581,"Result: Loss, Money: $581"
12477,Win,582,"Result: Win, Money: $582"
12478,Win,583,"Result: Win, Money: $583"
12479,Win,584,"Result: Win, Money: $584"
12480,Win,585,"Result: Win, Money: $585"
12481,Win,586,"Result: Win, Money: $586"
12482,Loss,584,"Result: Loss, Money: $584"
12483,Loss,583,"Result: Loss, Money: $583"
12484,Win,584,"Result: Win, Money: $584"
12485,Win,585,"Result: Win, Money: $585"
12486,Loss,584,"Result: Loss, Money: $584"
12487,Win,585,"Result: Win, Money: $585"
12488,Loss,584,"Result: Loss, Money: $584"
12489,Loss,583,"Result: Loss, Money: $583"
12490,Win,584,"Result: Win, Money: $584"
12491,Win,585,"Result: Win, Money: $585"
12492,Push,585,"Result: Push, Money: $585"
12493,Win,586,"Result: Win, Money: $586"
12494,Loss,585,"Result: Loss, Money: $585"
12495,Loss,584,"Result: Loss, Money: $584"
12496,Loss,583,"Result: Loss, Money: $583"
12497,Win,584,"Result: Win, Money: $584"
12498,Loss,583,"Result: Loss, Money: $583"
12499,Win,584,"Result: Win, Money: $584"
12500,Loss,583,"Result: Loss, Money: $583"
12501,Loss,582,"Result: Loss, Money: $582"
12502,Loss,581,"Result: Loss, Money: $581"
12503,Win,582,"Result: Win, Money: $582"
12504,Loss,581,"Result: Loss, Money: $581"
12505,Win,582,"Result: Win, Money: $582"
12506,Win,583,"Result: Win, Money: $583"
12507,Loss,582,"Result: Loss, Money: $582"
12508,Win,583,"Result: Win, Money: $583"
12509,Loss,582,"Result: Loss, Money: $582"
12510,Win,583,"Result: Win, Money: $583"
12511,Win,584,"Result: Win, Money: $584"
