Round,Result,Running_Money,Debug
636,Win,946,"Result: Win, Money: $946"
637,Win,947,"Result: Win, Money: $947"
638,Loss,946,"Result: Loss, Money: $946"
639,Push,946,"Result: Push, Money: $946"
640,Win,947,"Result: Win, Money: $947"
641,Win,948,"Result: Win, Money: $948"
642,Loss,947,"Result: Loss, Money: $947"
643,Win,948,"Result: Win, Money: $948"
644,Loss,947,"Result: Loss, Money: $947"
645,Loss,946,"Result: Loss, Money: $946"
646,Loss,945,"Result: Loss, Money: $945"
647,Win,946,"Result: Win, Money: $946"
648,Loss,945,"Result: Loss, Money: $945"
649,Loss,944,"Result: Loss, Money: $944"
650,Loss,943,"Result: Loss, Money: $943"
651,Win,945,"Result: Win, Money: $945"
652,Win,946,"Result: Win, Money: $946"
653,Win,947,"Result: Win, Money: $947"
654,Win,948,"Result: Win, Money: $948"
655,Push,948,"Result: Push, Money: $948"
656,Win,949,"Result: Win, Money: $949"
657,Win,950,"Result: Win, Money: $950"
658,Push,950,"Result: Push, Money: $950"
659,Loss,949,"Result: Loss, Money: $949"
660,Loss,948,"Result: Loss, Money: $948"
661,Loss,947,"Result: Loss, Money: $947"
662,Loss,946,"Result: Loss, Money: $946"
663,Loss,945,"Result: Loss, Money: $945"
664,Loss,944,"Result: Loss, Money: $944"
665,Win,945,"Result: Win, Money: $945"
666,Loss,944,"Result: Loss, Money: $944"
667,Win,945,"Result: Win, Money: $945"
668,Win,946,"Result: Win, Money: $946"
669,Win,947,"Result: Win, Money: $947"
670,Loss,946,"Result: Loss, Money: $946"
671,Win,947,"Result: Win, Money: $947"
672,Win,948,"Result: Win, Money: $948"
673,Loss,947,"Result: Loss, Money: $947"
674,Win,948,"Result: Win, Money: $948"
675,Loss,947,"Result: Loss, Money: $947"
676,Push,947,"Result: Push, Money: $947"
677,Win,948,"Result: Win, Money: $948"
678,Win,949,"Result: Win, Money: $949"
679,Loss,948,"Result: Loss, Money: $948"
680,Win,949,"Result: Win, Money: $949"
681,Win,950,"Result: Win, Money: $950"
682,Win,951,"Result: Win, Money: $951"
683,Win,952,"Result: Win, Money: $952"
684,Loss,951,"Result: Loss, Money: $951"
685,Loss,950,"Result: Loss, Money: $950"
686,Loss,949,"Result: Loss, Money: $949"
687,Win,951,"Result: Win, Money: $951"
688,Loss,950,"Result: Loss, Money: $950"
689,Loss,949,"Result: Loss, Money: $949"
690,Loss,948,"Result: Loss, Money: $948"
691,Win,949,"Result: Win, Money: $949"
692,Loss,947,"Result: Loss, Money: $947"
693,Win,948,"Result: Win, Money: $948"
694,Loss,947,"Result: Loss, Money: $947"
695,Win,948,"Result: Win, Money: $948"
696,Win,949,"Result: Win, Money: $949"
697,Win,950,"Result: Win, Money: $950"
698,Push,950,"Result: Push, Money: $950"
699,Loss,949,"Result: Loss, Money: $949"
700,Loss,948,"Result: Loss, Money: $948"
701,Win,949,"Result: Win, Money: $949"
702,Push,949,"Result: Push, Money: $949"
703,Loss,948,"Result: Loss, Money: $948"
704,Win,949,"Result: Win, Money: $949"
705,Loss,948,"Result: Loss, Money: $948"
706,Win,949,"Result: Win, Money: $949"
707,Loss,948,"Result: Loss, Money: $948"
708,Loss,947,"Result: Loss, Money: $947"
709,Loss,946,"Result: Loss, Money: $946"
710,Push,946,"Result: Push, Money: $946"
711,Win,947,"Result: Win, Money: $947"
712,Loss,946,"Result: Loss, Money: $946"
713,Loss,945,"Result: Loss, Money: $945"
714,Loss,944,"Result: Loss, Money: $944"
715,Loss,943,"Result: Loss, Money: $943"
716,Loss,942,"Result: Loss, Money: $942"
717,Loss,941,"Result: Loss, Money: $941"
718,Loss,940,"Result: Loss, Money: $940"
719,Loss,939,"Result: Loss, Money: $939"
720,Win,941,"Result: Win, Money: $941"
721,Win,942,"Result: Win, Money: $942"
722,Win,944,"Result: Win, Money: $944"
723,Loss,943,"Result: Loss, Money: $943"
724,Loss,942,"Result: Loss, Money: $942"
725,Win,943,"Result: Win, Money: $943"
726,Loss,942,"Result: Loss, Money: $942"
727,Push,942,"Result: Push, Money: $942"
728,Loss,941,"Result: Loss, Money: $941"
729,Win,942,"Result: Win, Money: $942"
730,Loss,941,"Result: Loss, Money: $941"
731,Win,942,"Result: Win, Money: $942"
732,Win,944,"Result: Win, Money: $944"
733,Loss,943,"Result: Loss, Money: $943"
734,Loss,942,"Result: Loss, Money: $942"
735,Win,943,"Result: Win, Money: $943"
736,Loss,942,"Result: Loss, Money: $942"
737,Win,943,"Result: Win, Money: $943"
738,Win,945,"Result: Win, Money: $945"
739,Win,947,"Result: Win, Money: $947"
740,Win,948,"Result: Win, Money: $948"
741,Push,948,"Result: Push, Money: $948"
742,Win,950,"Result: Win, Money: $950"
743,Loss,949,"Result: Loss, Money: $949"
744,Loss,948,"Result: Loss, Money: $948"
745,Win,949,"Result: Win, Money: $949"
746,Push,949,"Result: Push, Money: $949"
747,Win,950,"Result: Win, Money: $950"
748,Loss,949,"Result: Loss, Money: $949"
749,Win,951,"Result: Win, Money: $951"
750,Loss,950,"Result: Loss, Money: $950"
751,Win,951,"Result: Win, Money: $951"
752,Loss,950,"Result: Loss, Money: $950"
753,Loss,949,"Result: Loss, Money: $949"
754,Win,950,"Result: Win, Money: $950"
755,Push,950,"Result: Push, Money: $950"
756,Win,951,"Result: Win, Money: $951"
757,Loss,950,"Result: Loss, Money: $950"
758,Loss,949,"Result: Loss, Money: $949"
759,Win,950,"Result: Win, Money: $950"
760,Loss,949,"Result: Loss, Money: $949"
761,Loss,947,"Result: Loss, Money: $947"
762,Loss,946,"Result: Loss, Money: $946"
763,Win,947,"Result: Win, Money: $947"
764,Win,949,"Result: Win, Money: $949"
765,Loss,948,"Result: Loss, Money: $948"
766,Win,949,"Result: Win, Money: $949"
767,Win,950,"Result: Win, Money: $950"
768,Loss,949,"Result: Loss, Money: $949"
769,Win,950,"Result: Win, Money: $950"
770,Win,951,"Result: Win, Money: $951"
771,Loss,950,"Result: Loss, Money: $950"
772,Win,951,"Result: Win, Money: $951"
773,Loss,950,"Result: Loss, Money: $950"
774,Push,950,"Result: Push, Money: $950"
775,Loss,949,"Result: Loss, Money: $949"
776,Loss,948,"Result: Loss, Money: $948"
777,Loss,947,"Result: Loss, Money: $947"
778,Loss,946,"Result: Loss, Money: $946"
779,Loss,945,"Result: Loss, Money: $945"
780,Loss,944,"Result: Loss, Money: $944"
781,Win,945,"Result: Win, Money: $945"
782,Loss,944,"Result: Loss, Money: $944"
783,Loss,943,"Result: Loss, Money: $943"
784,Loss,942,"Result: Loss, Money: $942"
785,Loss,941,"Result: Loss, Money: $941"
786,Win,942,"Result: Win, Money: $942"
787,Win,944,"Result: Win, Money: $944"
788,Win,945,"Result: Win, Money: $945"
789,Win,946,"Result: Win, Money: $946"
790,Loss,945,"Result: Loss, Money: $945"
791,Win,946,"Result: Win, Money: $946"
792,Push,946,"Result: Push, Money: $946"
793,Loss,945,"Result: Loss, Money: $945"
794,Loss,944,"Result: Loss, Money: $944"
795,Loss,943,"Result: Loss, Money: $943"
796,Push,943,"Result: Push, Money: $943"
797,Push,943,"Result: Push, Money: $943"
798,Win,944,"Result: Win, Money: $944"
799,Loss,943,"Result: Loss, Money: $943"
800,Win,944,"Result: Win, Money: $944"
801,Win,945,"Result: Win, Money: $945"
802,Win,946,"Result: Win, Money: $946"
803,Win,947,"Result: Win, Money: $947"
804,Win,948,"Result: Win, Money: $948"
805,Loss,947,"Result: Loss, Money: $947"
806,Win,948,"Result: Win, Money: $948"
807,Win,950,"Result: Win, Money: $950"
808,Loss,949,"Result: Loss, Money: $949"
809,Loss,948,"Result: Loss, Money: $948"
810,Push,948,"Result: Push, Money: $948"
811,Win,949,"Result: Win, Money: $949"
812,Loss,948,"Result: Loss, Money: $948"
813,Win,949,"Result: Win, Money: $949"
814,Win,951,"Result: Win, Money: $951"
815,Loss,950,"Result: Loss, Money: $950"
816,Loss,949,"Result: Loss, Money: $949"
817,Push,949,"Result: Push, Money: $949"
818,Loss,948,"Result: Loss, Money: $948"
819,Loss,947,"Result: Loss, Money: $947"
820,Win,948,"Result: Win, Money: $948"
821,Loss,947,"Result: Loss, Money: $947"
822,Loss,946,"Result: Loss, Money: $946"
823,Push,946,"Result: Push, Money: $946"
824,Loss,945,"Result: Loss, Money: $945"
825,Win,946,"Result: Win, Money: $946"
826,Win,947,"Result: Win, Money: $947"
827,Win,948,"Result: Win, Money: $948"
828,Win,949,"Result: Win, Money: $949"
829,Loss,948,"Result: Loss, Money: $948"
830,Loss,947,"Result: Loss, Money: $947"
831,Loss,946,"Result: Loss, Money: $946"
832,Win,947,"Result: Win, Money: $947"
833,Loss,946,"Result: Loss, Money: $946"
834,Win,947,"Result: Win, Money: $947"
835,Loss,946,"Result: Loss, Money: $946"
836,Win,947,"Result: Win, Money: $947"
837,Push,947,"Result: Push, Money: $947"
838,Loss,946,"Result: Loss, Money: $946"
839,Win,948,"Result: Win, Money: $948"
840,Loss,947,"Result: Loss, Money: $947"
841,Win,948,"Result: Win, Money: $948"
842,Win,949,"Result: Win, Money: $949"
843,Loss,948,"Result: Loss, Money: $948"
844,Win,949,"Result: Win, Money: $949"
845,Loss,948,"Result: Loss, Money: $948"
846,Win,949,"Result: Win, Money: $949"
847,Win,950,"Result: Win, Money: $950"
848,Loss,948,"Result: Loss, Money: $948"
849,Win,949,"Result: Win, Money: $949"
850,Loss,948,"Result: Loss, Money: $948"
851,Win,949,"Result: Win, Money: $949"
852,Win,950,"Result: Win, Money: $950"
853,Win,951,"Result: Win, Money: $951"
854,Win,952,"Result: Win, Money: $952"
855,Loss,951,"Result: Loss, Money: $951"
856,Loss,950,"Result: Loss, Money: $950"
857,Win,951,"Result: Win, Money: $951"
858,Win,952,"Result: Win, Money: $952"
859,Loss,951,"Result: Loss, Money: $951"
860,Win,952,"Result: Win, Money: $952"
861,Loss,951,"Result: Loss, Money: $951"
862,Loss,950,"Result: Loss, Money: $950"
863,Win,951,"Result: Win, Money: $951"
864,Win,952,"Result: Win, Money: $952"
865,Loss,951,"Result: Loss, Money: $951"
866,Win,953,"Result: Win, Money: $953"
867,Win,954,"Result: Win, Money: $954"
868,Loss,953,"Result: Loss, Money: $953"
869,Loss,952,"Result: Loss, Money: $952"
870,Push,952,"Result: Push, Money: $952"
871,Win,953,"Result: Win, Money: $953"
872,Win,954,"Result: Win, Money: $954"
873,Push,954,"Result: Push, Money: $954"
874,Win,955,"Result: Win, Money: $955"
875,Loss,954,"Result: Loss, Money: $954"
876,Win,955,"Result: Win, Money: $955"
877,Loss,954,"Result: Loss, Money: $954"
878,Win,955,"Result: Win, Money: $955"
879,Win,956,"Result: Win, Money: $956"
880,Loss,955,"Result: Loss, Money: $955"
881,Win,956,"Result: Win, Money: $956"
882,Win,957,"Result: Win, Money: $957"
883,Loss,956,"Result: Loss, Money: $956"
884,Loss,955,"Result: Loss, Money: $955"
885,Loss,954,"Result: Loss, Money: $954"
886,Loss,952,"Result: Loss, Money: $952"
887,Loss,951,"Result: Loss, Money: $951"
888,Win,952,"Result: Win, Money: $952"
889,Loss,951,"Result: Loss, Money: $951"
890,Win,952,"Result: Win, Money: $952"
891,Loss,951,"Result: Loss, Money: $951"
892,Push,951,"Result: Push, Money: $951"
893,Win,952,"Result: Win, Money: $952"
894,Loss,951,"Result: Loss, Money: $951"
895,Loss,950,"Result: Loss, Money: $950"
896,Loss,949,"Result: Loss, Money: $949"
897,Win,950,"Result: Win, Money: $950"
898,Loss,949,"Result: Loss, Money: $949"
899,Win,950,"Result: Win, Money: $950"
900,Loss,949,"Result: Loss, Money: $949"
901,Loss,948,"Result: Loss, Money: $948"
902,Loss,947,"Result: Loss, Money: $947"
903,Win,948,"Result: Win, Money: $948"
904,Loss,947,"Result: Loss, Money: $947"
905,Win,948,"Result: Win, Money: $948"
906,Win,949,"Result: Win, Money: $949"
907,Loss,948,"Result: Loss, Money: $948"
908,Win,949,"Result: Win, Money: $949"
909,Loss,948,"Result: Loss, Money: $948"
910,Loss,947,"Result: Loss, Money: $947"
911,Win,948,"Result: Win, Money: $948"
912,Win,949,"Result: Win, Money: $949"
913,Loss,948,"Result: Loss, Money: $948"
914,Loss,947,"Result: Loss, Money: $947"
915,Win,948,"Result: Win, Money: $948"
916,Win,949,"Result: Win, Money: $949"
917,Loss,948,"Result: Loss, Money: $948"
918,Win,949,"Result: Win, Money: $949"
919,Win,950,"Result: Win, Money: $950"
920,Win,951,"Result: Win, Money: $951"
921,Push,951,"Result: Push, Money: $951"
922,Win,952,"Result: Win, Money: $952"
923,Win,953,"Result: Win, Money: $953"
924,Win,954,"Result: Win, Money: $954"
925,Win,955,"Result: Win, Money: $955"
926,Win,956,"Result: Win, Money: $956"
927,Win,957,"Result: Win, Money: $957"
928,Win,958,"Result: Win, Money: $958"
929,Loss,957,"Result: Loss, Money: $957"
930,Win,958,"Result: Win, Money: $958"
931,Win,959,"Result: Win, Money: $959"
932,Win,960,"Result: Win, Money: $960"
933,Loss,959,"Result: Loss, Money: $959"
934,Loss,958,"Result: Loss, Money: $958"
935,Win,959,"Result: Win, Money: $959"
936,Win,961,"Result: Win, Money: $961"
937,Win,962,"Result: Win, Money: $962"
938,Loss,961,"Result: Loss, Money: $961"
939,Win,962,"Result: Win, Money: $962"
940,Win,963,"Result: Win, Money: $963"
941,Win,965,"Result: Win, Money: $965"
942,Loss,964,"Result: Loss, Money: $964"
943,Loss,962,"Result: Loss, Money: $962"
944,Win,963,"Result: Win, Money: $963"
945,Win,964,"Result: Win, Money: $964"
946,Loss,963,"Result: Loss, Money: $963"
947,Win,964,"Result: Win, Money: $964"
948,Win,965,"Result: Win, Money: $965"
949,Win,966,"Result: Win, Money: $966"
950,Win,968,"Result: Win, Money: $968"
951,Loss,967,"Result: Loss, Money: $967"
952,Win,969,"Result: Win, Money: $969"
953,Win,970,"Result: Win, Money: $970"
954,Loss,968,"Result: Loss, Money: $968"
955,Loss,967,"Result: Loss, Money: $967"
956,Loss,966,"Result: Loss, Money: $966"
957,Loss,965,"Result: Loss, Money: $965"
958,Push,965,"Result: Push, Money: $965"
959,Loss,964,"Result: Loss, Money: $964"
960,Loss,963,"Result: Loss, Money: $963"
961,Win,964,"Result: Win, Money: $964"
962,Push,964,"Result: Push, Money: $964"
963,Loss,963,"Result: Loss, Money: $963"
964,Loss,962,"Result: Loss, Money: $962"
965,Loss,961,"Result: Loss, Money: $961"
966,Win,962,"Result: Win, Money: $962"
967,Loss,961,"Result: Loss, Money: $961"
968,Push,961,"Result: Push, Money: $961"
969,Win,962,"Result: Win, Money: $962"
970,Loss,961,"Result: Loss, Money: $961"
971,Loss,960,"Result: Loss, Money: $960"
972,Win,961,"Result: Win, Money: $961"
973,Loss,960,"Result: Loss, Money: $960"
974,Push,960,"Result: Push, Money: $960"
975,Loss,959,"Result: Loss, Money: $959"
976,Loss,958,"Result: Loss, Money: $958"
977,Loss,957,"Result: Loss, Money: $957"
978,Push,957,"Result: Push, Money: $957"
979,Loss,956,"Result: Loss, Money: $956"
980,Push,956,"Result: Push, Money: $956"
981,Loss,955,"Result: Loss, Money: $955"
982,Win,956,"Result: Win, Money: $956"
983,Loss,955,"Result: Loss, Money: $955"
984,Win,956,"Result: Win, Money: $956"
985,Loss,955,"Result: Loss, Money: $955"
986,Win,956,"Result: Win, Money: $956"
987,Win,957,"Result: Win, Money: $957"
988,Win,958,"Result: Win, Money: $958"
989,Loss,957,"Result: Loss, Money: $957"
990,Win,958,"Result: Win, Money: $958"
991,Push,958,"Result: Push, Money: $958"
992,Win,959,"Result: Win, Money: $959"
993,Win,960,"Result: Win, Money: $960"
994,Loss,959,"Result: Loss, Money: $959"
995,Win,960,"Result: Win, Money: $960"
996,Push,960,"Result: Push, Money: $960"
997,Loss,959,"Result: Loss, Money: $959"
998,Loss,957,"Result: Loss, Money: $957"
999,Loss,956,"Result: Loss, Money: $956"
1000,Win,957,"Result: Win, Money: $957"
1001,Win,958,"Result: Win, Money: $958"
1002,Win,959,"Result: Win, Money: $959"
1003,Loss,958,"Result: Loss, Money: $958"
1004,Loss,957,"Result: Loss, Money: $957"
1005,Win,958,"Result: Win, Money: $958"
1006,Loss,957,"Result: Loss, Money: $957"
1007,Loss,956,"Result: Loss, Money: $956"
1008,Push,956,"Result: Push, Money: $956"
1009,Loss,955,"Result: Loss, Money: $955"
1010,Win,956,"Result: Win, Money: $956"
1011,Win,957,"Result: Win, Money: $957"
1012,Win,958,"Result: Win, Money: $958"
1013,Push,958,"Result: Push, Money: $958"
1014,Loss,957,"Result: Loss, Money: $957"
1015,Win,959,"Result: Win, Money: $959"
1016,Win,960,"Result: Win, Money: $960"
1017,Loss,959,"Result: Loss, Money: $959"
1018,Loss,958,"Result: Loss, Money: $958"
1019,Win,959,"Result: Win, Money: $959"
1020,Loss,958,"Result: Loss, Money: $958"
1021,Win,959,"Result: Win, Money: $959"
1022,Loss,958,"Result: Loss, Money: $958"
1023,Loss,957,"Result: Loss, Money: $957"
1024,Loss,956,"Result: Loss, Money: $956"
1025,Win,957,"Result: Win, Money: $957"
1026,Loss,956,"Result: Loss, Money: $956"
1027,Win,958,"Result: Win, Money: $958"
1028,Win,959,"Result: Win, Money: $959"
1029,Push,959,"Result: Push, Money: $959"
1030,Loss,958,"Result: Loss, Money: $958"
1031,Win,959,"Result: Win, Money: $959"
1032,Loss,957,"Result: Loss, Money: $957"
1033,Loss,956,"Result: Loss, Money: $956"
1034,Push,956,"Result: Push, Money: $956"
1035,Loss,955,"Result: Loss, Money: $955"
1036,Loss,954,"Result: Loss, Money: $954"
1037,Loss,953,"Result: Loss, Money: $953"
1038,Win,954,"Result: Win, Money: $954"
1039,Win,955,"Result: Win, Money: $955"
1040,Win,956,"Result: Win, Money: $956"
1041,Win,957,"Result: Win, Money: $957"
1042,Win,959,"Result: Win, Money: $959"
1043,Win,960,"Result: Win, Money: $960"
1044,Loss,959,"Result: Loss, Money: $959"
1045,Loss,958,"Result: Loss, Money: $958"
1046,Win,959,"Result: Win, Money: $959"
1047,Loss,958,"Result: Loss, Money: $958"
1048,Win,959,"Result: Win, Money: $959"
1049,Win,960,"Result: Win, Money: $960"
1050,Push,960,"Result: Push, Money: $960"
1051,Loss,959,"Result: Loss, Money: $959"
1052,Win,960,"Result: Win, Money: $960"
1053,Win,961,"Result: Win, Money: $961"
1054,Win,963,"Result: Win, Money: $963"
1055,Loss,962,"Result: Loss, Money: $962"
1056,Win,963,"Result: Win, Money: $963"
1057,Push,963,"Result: Push, Money: $963"
1058,Win,965,"Result: Win, Money: $965"
1059,Loss,964,"Result: Loss, Money: $964"
1060,Loss,963,"Result: Loss, Money: $963"
1061,Win,964,"Result: Win, Money: $964"
1062,Loss,963,"Result: Loss, Money: $963"
1063,Loss,962,"Result: Loss, Money: $962"
1064,Loss,961,"Result: Loss, Money: $961"
1065,Loss,960,"Result: Loss, Money: $960"
1066,Loss,959,"Result: Loss, Money: $959"
1067,Win,960,"Result: Win, Money: $960"
1068,Loss,959,"Result: Loss, Money: $959"
1069,Loss,958,"Result: Loss, Money: $958"
1070,Loss,957,"Result: Loss, Money: $957"
1071,Loss,956,"Result: Loss, Money: $956"
1072,Loss,955,"Result: Loss, Money: $955"
1073,Loss,953,"Result: Loss, Money: $953"
1074,Loss,952,"Result: Loss, Money: $952"
1075,Win,953,"Result: Win, Money: $953"
1076,Loss,952,"Result: Loss, Money: $952"
1077,Push,952,"Result: Push, Money: $952"
1078,Loss,950,"Result: Loss, Money: $950"
1079,Win,951,"Result: Win, Money: $951"
1080,Win,952,"Result: Win, Money: $952"
1081,Push,952,"Result: Push, Money: $952"
1082,Win,953,"Result: Win, Money: $953"
1083,Win,954,"Result: Win, Money: $954"
1084,Loss,953,"Result: Loss, Money: $953"
1085,Win,954,"Result: Win, Money: $954"
1086,Win,955,"Result: Win, Money: $955"
1087,Loss,954,"Result: Loss, Money: $954"
1088,Win,955,"Result: Win, Money: $955"
1089,Loss,954,"Result: Loss, Money: $954"
1090,Loss,953,"Result: Loss, Money: $953"
1091,Win,954,"Result: Win, Money: $954"
1092,Loss,953,"Result: Loss, Money: $953"
1093,Push,953,"Result: Push, Money: $953"
1094,Win,954,"Result: Win, Money: $954"
1095,Loss,953,"Result: Loss, Money: $953"
1096,Loss,952,"Result: Loss, Money: $952"
1097,Loss,951,"Result: Loss, Money: $951"
1098,Loss,950,"Result: Loss, Money: $950"
1099,Loss,949,"Result: Loss, Money: $949"
1100,Win,950,"Result: Win, Money: $950"
1101,Win,951,"Result: Win, Money: $951"
1102,Loss,950,"Result: Loss, Money: $950"
1103,Win,951,"Result: Win, Money: $951"
1104,Loss,950,"Result: Loss, Money: $950"
1105,Win,951,"Result: Win, Money: $951"
1106,Loss,950,"Result: Loss, Money: $950"
1107,Win,951,"Result: Win, Money: $951"
1108,Win,952,"Result: Win, Money: $952"
1109,Loss,951,"Result: Loss, Money: $951"
1110,Loss,950,"Result: Loss, Money: $950"
1111,Loss,949,"Result: Loss, Money: $949"
1112,Win,950,"Result: Win, Money: $950"
1113,Win,951,"Result: Win, Money: $951"
1114,Loss,950,"Result: Loss, Money: $950"
1115,Loss,949,"Result: Loss, Money: $949"
1116,Win,950,"Result: Win, Money: $950"
1117,Loss,949,"Result: Loss, Money: $949"
1118,Win,950,"Result: Win, Money: $950"
1119,Loss,949,"Result: Loss, Money: $949"
1120,Win,950,"Result: Win, Money: $950"
